lineup_id,position,player,player_id,team_id,points,ppg,matchup_id
5,OF,Jurickson Profar,31117,12,26.5,5.3,22
5,OF,Brandon Nimmo,32159,6,24,8,22
6,2B/SS,Brice Turang,41179,14,21,4.2,22
7,1B/3B,Pete Alonso,37498,11,29.5,5.9,22
12,UTIL,Kyle Schwarber,33712,4,36,7.2,22
14,SP,Edward Cabrera,40944,9,33.5,33.5,22
14,SP,Lucas Giolito,32697,1,32.5,32.5,22
14,SP,Nolan McLean,4433874,2,31,31,22
14,SP,Freddy Peralta,39825,1,29,29,22
14,SP,Tarik Skubal,42409,5,28,28,22
14,SP,Cristian Javier,41261,9,27,27,22
15,RP,Aroldis Chapman,30442,11,15,7.5,22
15,RP,Dennis Santana,39801,7,13,4.333333333333333,22
15,RP,Bryan Abreu,41208,12,12,6,22
